number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3530827,ELEPHANT BUTTE WATER SYSTEM,L,ELEPHANT BUTTE,SIERRA,GW,2937,400175,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,43669,Yes,Yes,.90865397,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591726,POJOAQUE MIDDLE SCHOOL,L,POJOAQUE,SANTA FE,GW,567,290000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3536221,EL RITO CANYON MDWCA,L,EL RITO,RIO ARRIBA,GW,300,120000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3565419,CHIPPEWAY PARK WATER ASSOCIATION,L,LA LUZ,OTERO,GW,173,48000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,22680.4,Yes,Yes,.47192827,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3521114,SAFE HAVEN RV PARK,P,RUIDOSO,LINCOLN,GW,59,5000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,44578.9,Yes,Yes,.92758691,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3505226,SUNLIT HILLS WATER SYSTEM,P,SANTA FE,SANTA FE,GW,1018,211000,C,Yes,11,1,0,0,0,0,0,Ground,,,,,0,,1,81983.39999999991,Yes,Yes,1.7058907,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3599532,C AND J RESTAURANT,P,BELEN,VALENCIA,GW,50,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3574729,LOWER DES MONTES MDWCA,L,ARROYO HONDO,TAOS,GW,319,20000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591601,ISLETA CHEVRON,P,ALBUQUERQUE,BERNALILLO,GW,25,160,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3539607,VILLA DEL SOL MOBILE HOME PARK,P,LAS CRUCES,DONA ANA,GW,528,53000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3566026,CHUPADERO MDWCA,L,TESUQUE,SANTA FE,GW,131,20000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,50250,Yes,Yes,1.0455898,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596032,PERALTA MEMORIAL UNITED METHODIST CHURCH,P,PERALTA,VALENCIA,GW,300,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3513819,MAYHILL WATER SUPPLY COMPANY,P,MAYHILL,OTERO,GW,143,16000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,53954.9,Yes,Yes,1.1226804,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3567424,ENTERPRISE PRODUCTS COMPANY CHACO PLANT,P,BLOOMFIELD,SAN JUAN,SW,28,84000,NTNC,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,,No,Yes,,,6,1,5,0,1,1,1,0,1,.16666667,1,1,,,,,,,,No,3,,,Direct Impact Non-Community Water System
NM3510120,HILLS VILLAGE WATER SYSTEM,P,TUCUMCARI,QUAY,GWP,126,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,21969,Yes,Yes,.4571256,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3506621,OJO CALIENTE MDWCA,L,OJO CALIENTE,TAOS,GW,226,50000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,32766.1,Yes,Yes,.68178904,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,P,BLOOMFIELD,SAN JUAN,SW,0,500000,C,Yes,0,0,2,2,0,1,0,Surface,100,0,0,0,1,100,1,,No,Yes,,,2,2,0,0,2,0,2,0,2,1,1,1,,,,,,,,No,9,,,Direct Impact with No Alternative Sources of Water
NM3599201,SANDIA PEAK SKI AREA,P,CEDAR CREST,BERNALILLO,GW,1200,125000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3505929,COSTILLA MDWCA,L,COSTILLA,TAOS,GW,244,65000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,33307.6,Yes,Yes,.69305646,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501225,LOWER COLONIAS MDWCA,L,PECOS,SAN MIGUEL,GW,40,5000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3583329,AGUA PIEDRA CAMP GROUND USFS CARSON,F,,TAOS,GW,124,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590308,GUADALUPE ADMIN. SITE - LINCOLN - USFS,F,CARLSBAD,EDDY,GW,50,23060,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503821,CHAMA WEST WATER USERS ASSOCIATION,L,CHAMA,RIO ARRIBA,GW,80,44000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3524630,TORREON MDWCA,L,TORREON,TORRANCE,GW,284,60000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35757,Yes,Yes,.74402297,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500120,RUSSELLS ENDEE TRUCK AND TRAVEL CTR 2,P,GLENRIO,QUAY,GW,475,30000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504626,GLORIETA CAMPS,P,GLORIETA,SANTA FE,GW,2060,1000000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,74513,Yes,Yes,1.5504484,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3568007,WHITE SANDS MISSILE RANGE (MAIN POST)-FF,F,WHITE SANDS MISSILE RANG,DONA ANA,GW,4300,3700000,C,Yes,7,1,0,0,0,0,0,Ground,,,,,0,,1,52946,Yes,Yes,1.1016876,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503301,EAST MOUNTAIN WATER HAULING,P,TIJERAS,BERNALILLO,GWP,124,22700,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590727,BUREAU OF RECLAMATION,F,TRUTH OR CONSEQUENCES,SIERRA,GW,25,308000,NC,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593003,WILD WILLYS RV PARK,P,ROSWELL,CHAVES,GW,106,75,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,63984,Yes,Yes,1.3313636,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500202,QUEMADO MUTUAL WATER & SWA,L,QUEMADO,CATRON,GW,304,150000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,42480,Yes,Yes,.88391352,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3524330,MOUNTAINAIR WATER SYSTEM,L,MOUNTAINAIR,TORRANCE,GW,1796,430000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,43625,Yes,Yes,.90773839,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3562201,SANDIA PEAK UTILITY,P,ALBUQUERQUE,BERNALILLO,GW,6079,2100000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,108709,Yes,Yes,2.2619905,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502729,PIZANOS RESTAURANT,P,EL PRADO,TAOS,GW,150,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3531001,WESTERN TERRACE,P,ALBUQUERQUE,BERNALILLO,GW,76,22000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35263,Yes,Yes,.73374397,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598826,LITTLE EARTH SCHOOL,P,SANTA FE,SANTA FE,GW,40,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590521,OJO CALIENTE MINERAL SPRINGS,P,OJO CALIENTE,TAOS,GW,200,10000,NTNC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593226,BISHOPS LODGE,P,SANTA FE,SANTA FE,GW,176,370000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593121,CHIMAYO ELEMENTARY SCHOOL,L,CHIMAYO,RIO ARRIBA,GW,250,1000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590204,EAGLE NEST REINTEGRATION CENTER,S,EAGLE NEST,COLFAX,GW,30,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580221,COYOTE ADMIN SITE USFS SNF,F,COYOTE,RIO ARRIBA,GW,42,40000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3512914,LINCOLN MDWCA,L,LINCOLN,LINCOLN,GW,155,188000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3553405,CLOVIS WEST LLC,P,CLOVIS,CURRY,GW,50,3000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,48468,Yes,Yes,1.0085104,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580033,EL MALPAIS RANGER STATION (BLM),F,GRANTS,CIBOLA,GW,150,6000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500702,GLENWOOD ADMINISTRATIVE SITE - USFS,F,GLENWOOD,CATRON,GW,40,20000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502901,SANDIA SPEEDWAY,P,ALBUQUERQUE,BERNALILLO,GW,100,20000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502114,HONDO VALLEY ZIA CENTER,L,HONDO,LINCOLN,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500228,LA PROMESA ELEMENTARY SCHOOL,P,LAS NUTRIAS,SOCORRO,GW,256,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593829,MEDLEY,P,EL PRADO,TAOS,GW,80,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3535123,ALGODONES WUA,L,ALGODONES,SANDOVAL,GW,411,21700,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,49286,Yes,Yes,1.0255312,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3518925,SAN MIGUEL DEL VADO MDWCA,L,SAN MIGUEL,SAN MIGUEL,GW,79,20000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596229,COLUMBINE CAMPGROUND USFS CARSON,F,QUESTA,TAOS,GW,40,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3577107,HOLLY GARDEN MHP,P,LAS CRUCES,DONA ANA,GW,297,1000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,47376.2,Yes,Yes,.98579246,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501526,CHILDREN'S GARDEN MONTESSORI SCHOOL,P,SANTA FE,SANTA FE,GW,60,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3525933,SEBOYETA WATER SYSTEM,L,SEBOYETA,CIBOLA,GW,209,50000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,51175,Yes,Yes,1.064837,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3560007,MESILLA WATER SYSTEM,L,MESILLA,DONA ANA,GW,2153,579000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,47458,Yes,Yes,.98749453,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3573725,BIG MESA WATER MDWCA,L,CONCHAS DAM,SAN MIGUEL,SW,265,325000,C,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,35758,Yes,Yes,.74404377,Severely Disadvantaged,1,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,No,1,,,No Direct Impact
NM3590516,BUTTERFIELD TRAIL REST AREA,S,DEMING,LUNA,GW,95,85,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3526811,MOSQUERO WATER SYSTEM,L,MOSQUERO,HARDING,GW,293,105000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,30875,Yes,Yes,.64243948,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590925,JACKS CREEK CAMPGROUND USFS SNF,F,PECOS,SAN MIGUEL,GW,250,20000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3574929,SAN CRISTOBAL MDWCA,L,SAN CRISTOBAL,TAOS,GW,165,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37993.2,Yes,Yes,.79055327,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501214,R AND R RV PARK,P,RUIDOSO,LINCOLN,GW,38,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3561317,SAGEBRUSH WATER CO-OP,P,MENTMORE,MCKINLEY,GW,64,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,38640,Yes,Yes,.80401176,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501607,CEDAR HILLS CHURCH OF THE CROSS,P,LAS CRUCES,DONA ANA,GW,80,60,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3575530,HOMESTEAD WATER COMPANY,P,MORIARTY,TORRANCE,GW,200,80000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37227,Yes,Yes,.7746104,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590526,EL RANCHO SENIOR CITIZENS CENTER,L,POJOAQUE,SANTA FE,GW,45,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592307,HOLY CROSS RETREAT,P,MESILLA PARK,DONA ANA,GW,35,5000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590209,FREEPORT MCMORAN TYRONE INC.,P,TYRONE,GRANT,GW,350,258800,NTNC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592214,HIGH COUNTRY LODGE,P,ALTO,LINCOLN,GW,194,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3526033,BIBO MUTUAL DOMESTIC WATER ASSOC,L,BIBO,CIBOLA,GW,215,50000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,51154.8,Yes,Yes,1.0644166,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594523,CAMP SHAVER YMCA,P,JEMEZ SPRINGS,SANDOVAL,GW,125,1300,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591014,RIVER RANCH RV PARK,P,RUIDOSO DOWNS,LINCOLN,GW,30,3172,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3513519,CLOUDCROFT WATER SYSTEM,L,CLOUDCROFT,OTERO,GW,2889,975000,C,Yes,19,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500123,LA MESA WATER COOP,P,PLACITAS,SANDOVAL,GW,650,300000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3518825,SAN JOSE MDWCA,L,SAN JOSE,SAN MIGUEL,GW,200,54000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596023,INDIGO CROW RESTAURANT,P,CORRALES,SANDOVAL,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580305,MELROSE BOMBING RANGE,F,MELROSE,CURRY,GW,60,42000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591416,ROCK HOUND STATE PARK,S,DEMING,LUNA,GW,67,3780,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593319,THREE RIVERS PETROGLYPH SITE,F,RUIDOSO,OTERO,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500526,RANCHITOS DE GALISTEO WUA,L,GALISTEO,SANTA FE,GW,94,50000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,55038,Yes,Yes,1.1452173,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503001,NORTH EAST CHURCH OF CHRIST,P,ALBUQUERQUE,BERNALILLO,GW,250,2000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3511507,HACIENDA ACRES WATER SYSTEM (LCU),P,LAS CRUCES,DONA ANA,GW,2859,267000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3533329,VILLAGE OF TAOS SKI VALLEY,L,TAOS SKI VALLEY,TAOS,GW,1025,500000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595032,RIO COMMUNITIES INDUSTRIAL PARK,P,LOS LUNAS,VALENCIA,GW,400,145000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501821,ENSENADA MDWCA,L,TIERRA AMARILLA,RIO ARRIBA,GW,300,80000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3506429,LLANO SAN JUAN MDWCA,L,LLANO,TAOS,GW,84,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581504,PHILMONT SCOUT RANCH - CRATER LAKE OC,P,,COLFAX,GW,35,3450,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580105,ALLSUPS 45,P,CLOVIS,CURRY,GW,250,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500404,CARISBROOK PROPERTY OWNERS ASSOCIATION,P,RATON,COLFAX,SWP,54,10000,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,NM3526704,CITY OF RATON/RATON WATER WORKS,9733,,,,A,Yes,10,10,,Direct Impact with No Alternative Sources of Water
NM3511707,LAS CRUCES MUNICIPAL WATER SYSTEM,L,LAS CRUCES,DONA ANA,GW,102308,27400000,C,Yes,25,1,0,0,0,0,0,Ground,,,,,0,,1,48980.9,Yes,Yes,1.0191827,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3525733,SAN MATEO MDWCA,L,SAN MATEO,CIBOLA,GW,192,99500,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,51175,Yes,Yes,1.064837,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3523009,ARENAS VALLEY MDWCA,L,ARENAS VALLEY,GRANT,GWP,1146,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,43568.6,Yes,Yes,.90656483,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510221,RIO ARRIBA COUNTY VELARDE TREATMENT FAC.,S,,RIO ARRIBA,GW,50,15000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598014,FLYING J RANCH,P,RUIDOSO,LINCOLN,GW,250,1400,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3553321,ENCHANTED MESA MOBILE HOME PARK,P,ESPANOLA,SANTA FE,GW,145,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,44115,Yes,Yes,.91793418,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590009,CLIFF SCHOOL,L,CLIFF,GRANT,GW,300,33000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580523,PLACITAS ELEMENTARY SCHOOL,L,PLACITAS,SANDOVAL,GW,185,8000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598613,CONOCOPHILLIPS  MALJAMAR,P,LOVINGTON,LEA,GW,35,210000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3583104,PHILMONT SCOUT RANCH - SAWMILL OUTCAMP,P,CIMARRON,COLFAX,GW,50,6750,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
